Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2002:Q2,TopPt1,4180124,665102,483653,181449,3515021,278073,214367,387214,232955,154259,275986,261748,14238,1150515,37219,2360,35108,28901,1092210,13068,34502,34133,24185,3660,-1192,7480,369,4145621,109700,
2002:Q2,RemainingTop1,7480350,1841372,1488093,353280,5638977,450722,342632,387510,280407,107104,207387,181110,26277,1865401,110074,40480,301810,365876,1528266,38819,374131,372143,269976,23213,-2322,81276,1988,7106219,967970,
2002:Q2,Next9,17108396,4919812,4247176,672636,12188584,1252348,536155,402350,264642,137708,192944,153013,39931,2772667,257789,442390,896451,3669874,1644792,120823,1328294,1323053,1048844,139064,-2298,137442,5241,15780101,9698526,
2002:Q2,Next40,19157853,8670581,7213372,1457209,10487272,1524129,344955,211811,133369,78442,64371,43344,21027,1490339,457510,359839,1097026,3677671,1020066,239555,3652221,3642382,2804559,754729,-2535,85629,9840,15505632,43120725,
2002:Q2,Bottom50,3780094,2728752,1950336,778415,1051342,238099,19089,14812,10488,4324,1530,536,994,100402,101272,16596,186712,200172,71200,101460,2500433,2498204,1477477,996977,-1941,25692,2228,1279662,53909380,
2002:Q3,TopPt1,3930461,680914,496745,184169,3249547,288334,198529,404460,230557,173903,267571,253025,14546,870582,36895,3085,31460,29668,1105610,13353,36440,36008,25457,4132,-1496,7916,432,3894022,110042,
2002:Q3,RemainingTop1,7220133,1883887,1537220,346667,5336246,484502,326141,398759,273244,125515,216792,190293,26498,1520538,116451,38508,275053,350010,1569209,40284,391361,389021,281322,24140,-3042,86601,2340,6828773,972261,
2002:Q3,Next9,16725491,5008128,4310694,697434,11717363,1289215,531376,411538,260660,150878,189478,149543,39935,2256273,263965,434440,812809,3743155,1661144,123968,1348774,1343190,1070667,144950,-2567,130140,5584,15376717,9739791,
2002:Q3,Next40,19125450,8852862,7375503,1477358,10272589,1558009,354096,228986,132633,96352,63545,41324,22221,1280106,449140,358038,986466,3700904,1048129,245171,3764283,3754490,2914093,764907,-2921,78410,9793,15361168,43307962,
2002:Q3,Bottom50,3832557,2814002,2028847,785156,1018555,239047,18927,15815,10541,5274,1647,582,1064,79793,99656,16891,168985,201204,73001,103589,2562637,2560400,1527622,1013480,-2120,21419,2237,1269920,54142137,
2002:Q4,TopPt1,3990558,695653,507156,188498,3294905,289589,209692,427087,211699,215388,256522,241669,14853,965507,36913,2891,32903,30320,1029576,13906,38229,37803,26851,4796,-2504,8660,426,3952329,110416,
2002:Q4,RemainingTop1,7419777,1926365,1586942,339423,5493413,507555,332070,410676,249549,161127,229303,202594,26709,1629793,123490,37891,282723,335945,1561745,42221,407183,404764,291873,25249,-5177,92819,2418,7012595,976603,
2002:Q4,Next9,17079402,5093789,4376797,716992,11985613,1305099,560594,413650,240435,173215,180070,140163,39908,2378118,271153,463627,858668,3833442,1592057,129134,1377174,1371468,1095432,152680,-3828,127185,5706,15702229,9781884,
2002:Q4,Next40,19518516,9046847,7554663,1492184,10471669,1566261,378261,255968,123675,132293,60884,37472,23412,1323244,441488,368357,1033384,3736669,1051534,255619,3885586,3875968,3025519,780909,-4448,73988,9619,15632930,43499196,
2002:Q4,Bottom50,3909102,2879329,2090242,789087,1029774,235769,20077,17174,10073,7101,1726,593,1133,80797,98201,17356,172509,202785,75501,107878,2630202,2628003,1576639,1033375,-3141,21131,2199,1278900,54379733,
2003:Q1,TopPt1,3952247,727127,517877,209251,3225120,307385,189063,399389,208079,191310,252336,237245,15092,907207,38331,3124,32907,31180,1050006,14193,40549,40000,28077,4687,-2513,9749,548,3911699,110813,
2003:Q1,RemainingTop1,7439207,1982697,1653742,328956,5456510,550062,311711,389210,241869,147341,234258,207467,26791,1551687,133108,36600,280604,318787,1606781,43701,425380,422368,302582,25307,-5381,99860,3011,7013827,980976,
2003:Q1,Next9,17232989,5225230,4507829,717400,12007759,1359884,548244,400316,235323,164993,190129,150566,39562,2236795,282354,476062,867535,3899391,1614764,132286,1397344,1391099,1113415,151853,-3520,129352,6245,15835645,9824583,
2003:Q1,Next40,19737034,9223825,7722338,1501488,10513209,1622195,383058,240333,122077,118256,63866,39408,24459,1260961,436985,373169,1035490,3754059,1081878,261215,3977104,3967426,3126584,772148,-4229,72924,9679,15759930,43693207,
2003:Q1,Bottom50,3909424,2881976,2089487,792489,1027449,240392,19623,16530,10034,6496,1929,747,1183,72911,97449,17751,170021,203566,77287,109990,2676785,2674536,1616582,1035128,-2798,25623,2249,1232640,54620765,
2003:Q2,TopPt1,4268039,753755,531180,222575,3514284,312705,173607,379303,202339,176965,271984,256593,15391,1169282,41588,2872,36739,31950,1079823,14432,45863,45288,29922,5124,-2228,12469,576,4222176,111226,
2003:Q2,RemainingTop1,7836601,2034449,1714266,320183,5802152,577681,295555,372708,232313,140395,209022,182046,26976,1855617,146105,35932,304315,302997,1657116,45104,447777,444552,312727,26173,-4931,110583,3225,7388824,985358,
2003:Q2,Next9,18097115,5349169,4620390,728779,12747946,1385482,541490,388393,228145,160248,269642,230176,39467,2621203,298820,507988,974839,3978652,1646366,135070,1474108,1467631,1155183,157365,-2894,157977,6477,16623007,9867666,
2003:Q2,Next40,20302903,9411529,7894980,1516550,10891374,1642468,389774,230778,119324,111455,87498,61861,25637,1401551,436642,384039,1156559,3781139,1115015,265911,4141944,4132382,3264435,782022,-3600,89525,9562,16160959,43888778,
2003:Q2,Bottom50,3986927,2933096,2135125,797971,1053831,239142,19386,16134,9906,6228,2640,1392,1248,81827,97623,18224,183370,204771,79019,111696,2791235,2789003,1686114,1051245,-2212,53856,2233,1195692,54863831,
2003:Q3,TopPt1,4380268,770282,545348,224934,3609986,309196,154017,367868,222414,145454,262039,246494,15545,1286721,44066,2943,37545,32786,1097910,14895,48034,47460,32253,5868,-3391,12730,573,4332234,111649,
2003:Q3,RemainingTop1,8052272,2080172,1766570,313601,5972101,594423,275721,367901,248850,119051,217499,190599,26900,1982123,157754,34768,307582,286157,1701267,46904,456186,452867,317700,26969,-7543,115742,3319,7596086,989727,
2003:Q3,Next9,18491040,5453825,4700796,753029,13037214,1390146,527759,390864,246757,144107,270231,231498,38733,2756089,313144,527402,1004366,4050925,1666727,139562,1519813,1513200,1206548,164308,-4032,146377,6613,16971226,9910910,
2003:Q3,Next40,20629516,9618632,8083214,1535418,11010885,1637308,392359,220862,129748,91114,87443,60946,26497,1441667,434429,390862,1183525,3802676,1145063,274689,4277779,4268390,3397522,796760,-5112,79220,9389,16351738,44084690,
2003:Q3,Bottom50,4075459,3019811,2215951,803861,1055647,233774,18882,15908,10654,5254,2771,1498,1273,82291,97385,18647,184177,205733,80854,115225,2848470,2846274,1737324,1065771,-3062,46241,2196,1226989,55107529,
2003:Q4,TopPt1,4673566,791698,558297,233401,3881868,312118,138395,408337,247486,160852,249737,233953,15784,1528898,46343,2591,41052,33573,1105430,15396,55823,55262,33505,6387,2668,12702,561,4617743,112073,
2003:Q4,RemainingTop1,8481413,2133195,1827145,306050,6348218,618736,259166,404737,269501,135236,229128,202155,26972,2245781,169096,34084,328849,270008,1739857,48776,489132,485761,330306,28058,6601,120796,3371,7992281,994063,
2003:Q4,Next9,19212864,5573152,4801113,772039,13639712,1410016,518206,425828,269804,156024,266401,228039,38361,3073192,326953,563446,1103726,4130634,1676968,144342,1538756,1532040,1228691,171219,3211,128919,6716,17674108,9954092,
2003:Q4,Next40,21179299,9840150,8285175,1554975,11339149,1650772,396255,249287,142537,106750,86041,58497,27545,1542013,431662,402596,1294598,3829453,1172329,284142,4402462,4393267,3513132,810925,4422,64787,9195,16776837,44279723,
2003:Q4,Bottom50,4161714,3082111,2270975,811136,1079603,231495,18539,17654,11541,6112,2899,1578,1321,88123,97026,19124,195983,206924,82782,119054,2917081,2914930,1793296,1086342,2038,33253,2152,1244633,55350456,
2004:Q1,TopPt1,5130109,830189,581067,249122,4299920,324941,123186,661306,494315,166991,244058,227919,16139,1662851,46429,2471,41651,34024,1143455,15547,58192,57642,35001,6382,2489,13770,550,5071916,112492,
2004:Q1,RemainingTop1,8994360,2220054,1922278,297776,6774306,655202,242847,617368,473265,144102,231142,203899,27243,2383206,176531,33042,330729,258917,1795275,50047,504845,501412,339078,28062,6200,128072,3433,8489515,998344,
2004:Q1,Next9,20060433,5785713,4997704,788009,14274720,1453719,507920,643646,481519,162126,284918,246449,38469,3214967,334609,590594,1128139,4253314,1716413,146481,1563394,1556567,1253402,170791,2797,129576,6827,18497039,9996991,
2004:Q1,Next40,21863152,10201700,8621630,1580071,11661451,1693200,399042,366587,251070,115517,91332,62477,28854,1577098,423747,411458,1315235,3888267,1208258,287229,4497136,4488133,3617673,804000,3941,62521,9003,17366016,44472660,
2004:Q1,Bottom50,4225924,3134102,2311315,822787,1091822,233924,18169,23338,16719,6619,3220,1818,1402,88108,95527,19568,195932,209515,84490,120031,2957259,2955151,1829487,1087236,1727,36700,2108,1268665,55591210,
2004:Q2,TopPt1,5203557,850626,603810,246816,4352932,330159,108056,610578,459450,151128,240490,223985,16505,1672911,47542,2638,42029,36820,1246014,15695,62035,61418,37237,6727,2474,14979,618,5141522,112899,
2004:Q2,RemainingTop1,9136401,2283872,1991303,292570,6852529,682241,226452,576424,442142,134283,228467,200937,27530,2382449,185879,31607,331159,270378,1886151,51321,520474,516662,346299,28538,6213,135613,3813,8615927,1002548,
2004:Q2,Next9,20406953,5943051,5122809,820242,14463902,1479334,496305,607879,453271,154607,313229,274613,38616,3168034,345231,606908,1146865,4333742,1817760,148615,1621961,1614766,1305384,174239,2614,132529,7195,18784992,10039383,
2004:Q2,Next40,22280743,10499028,8894638,1604390,11781715,1713662,400355,344920,238703,106217,99491,69293,30199,1547592,418099,417015,1329024,3958893,1262380,290285,4643519,4634567,3760547,808463,3770,61788,8951,17637224,44662281,
2004:Q2,Bottom50,4349375,3264134,2433038,831096,1085241,232816,17750,22800,16610,6191,3621,2135,1486,82004,94534,19981,195001,210020,85720,120993,3036327,3034209,1893769,1096573,1562,42305,2118,1313048,55828387,
2004:Q3,TopPt1,5386657,892022,626427,265595,4494635,329809,93895,657654,492974,164680,224681,207835,16846,1690708,48282,2641,41818,39629,1349403,16113,62084,61439,38933,7396,-740,15850,645,5324573,113285,18499922
2004:Q3,RemainingTop1,9394417,2370130,2087507,282623,7024287,702180,210783,612696,463084,149612,243037,215264,27773,2389873,194610,30322,327719,282209,1977785,53074,531687,527657,356994,29706,-1809,142766,4030,8862731,1006654,5633877
2004:Q3,Next9,20874991,6190657,5365209,825448,14684334,1491574,484695,644851,479252,165599,308634,269979,38655,3130265,354855,629713,1150357,4416433,1920141,152817,1660000,1652568,1341883,182352,-713,129046,7432,19214991,10081047,1075865
2004:Q3,Next40,22730884,10812505,9194783,1617722,11918378,1717966,400893,374652,253485,121166,97618,66121,31497,1520548,411492,424366,1324542,4031088,1316926,298290,4783054,4774230,3892111,826563,-1029,56584,8824,17947830,44847369,109740
2004:Q3,Bottom50,4413408,3335621,2499150,836471,1077787,229151,17332,24392,17371,7021,3799,2234,1564,75985,93331,20411,191725,210540,86951,124168,3119908,3117808,1957225,1118857,-445,42170,2100,1293500,56060585,
2004:Q4,TopPt1,5723981,902636,646066,256571,4821344,340638,91345,683393,565935,117457,256571,239365,17207,1884291,53639,2087,47956,49960,1394949,16514,63984,63269,39412,7547,-1022,17332,715,5659997,113645,
2004:Q4,RemainingTop1,9744614,2442114,2148516,293598,7302499,709898,208453,632896,524481,108416,223881,195283,28598,2595559,195370,35685,362167,305913,1978968,53710,529640,525561,358718,31282,-2375,137937,4078,9214974,1010641,
2004:Q4,Next9,21798320,6395866,5551927,843939,15402454,1544607,490057,688137,548148,139989,345052,305060,39992,3406659,359600,662172,1242399,4495384,2010980,157407,1753051,1745547,1410613,189714,-960,146180,7504,20045269,10121764,
2004:Q4,Next40,23408480,11147710,9505557,1642153,12260770,1767324,401523,376004,290111,85892,108328,76686,31642,1597748,424652,433876,1433561,4100514,1308247,308993,4885637,4876587,3960999,849673,-1403,67318,9050,18522843,45026796,
2004:Q4,Bottom50,4607284,3477424,2615465,861958,1129861,237658,17959,24561,19372,5189,4203,2621,1582,84611,95908,20145,209315,210933,94766,129799,3272058,3269905,2071997,1141904,-680,56685,2153,1335226,56286473,
2005:Q1,TopPt1,5795055,918667,663728,254939,4876388,350924,78971,648337,529417,118920,267968,250391,17578,1895522,55954,2242,50102,60707,1448978,16681,60169,59403,38316,6216,-3132,18002,766,5734886,113980,
2005:Q1,RemainingTop1,9845499,2509391,2206635,302756,7336108,716421,197000,616802,506740,110062,238020,208568,29451,2602543,190547,40241,370280,325136,1985179,53937,533225,529175,372376,31754,-6753,131799,4049,9312274,1014493,
2005:Q1,Next9,22188407,6634385,5782964,851421,15554022,1596784,479481,681660,532743,148917,318011,276610,41401,3417484,355619,667777,1231070,4535772,2110123,160242,1777344,1769831,1439995,184375,-2811,148271,7513,20411063,10161328,
2005:Q1,Next40,23724594,11409462,9748895,1660567,12315132,1815084,393012,375271,284242,91029,99873,68075,31798,1588531,430752,435667,1418509,4140747,1302211,315475,4919684,4910442,4011405,835466,-4109,67680,9242,18804910,45199807,
2005:Q1,Bottom50,4769979,3617270,2731814,885456,1152709,245988,17991,25683,20180,5504,4182,2578,1603,85182,96915,19818,210898,210003,102499,133550,3412300,3410106,2207568,1147163,-2338,57712,2194,1357680,56504997,
2005:Q2,TopPt1,6061363,950316,684382,265933,5111048,353372,70427,675838,551852,123986,284679,266792,17887,1972942,58980,2019,54024,71480,1550564,16724,62221,61362,38703,5875,-1957,18741,859,5999142,114289,
2005:Q2,RemainingTop1,10102500,2588988,2278978,310010,7513512,712800,189156,647134,532207,114927,244301,214094,30207,2680261,186946,45257,390038,345492,2018183,53945,534421,530234,375820,32831,-4035,125618,4187,9568079,1018195,
2005:Q2,Next9,22890074,6922692,6074172,848520,15967382,1630687,475777,725344,564007,161337,305254,262685,42568,3523183,353573,687694,1264678,4583662,2255377,162153,1857049,1849393,1512651,186976,-1737,151503,7656,21033026,10199537,
2005:Q2,Next40,24131427,11643784,9962515,1681268,12487644,1840287,388367,401692,302091,99601,95648,63850,31797,1608048,438465,441521,1457344,4186487,1310047,319738,5010457,5000948,4090134,844605,-2603,68811,9509,19120970,45365737,
2005:Q2,Bottom50,4929375,3746877,2834249,912628,1182498,250746,18301,27734,21728,6006,4246,2640,1606,88691,98278,19517,219495,209278,109893,136317,3565086,3562823,2342548,1162102,-1582,59755,2262,1364289,56715176,
2005:Q3,TopPt1,6299354,956779,703470,253310,5342575,360872,70529,604471,515878,88593,299712,281626,18086,2114140,63224,2031,58739,82364,1669234,17260,63371,62553,39121,5787,-1929,19574,818,6235983,114576,
2005:Q3,RemainingTop1,10369087,2656019,2335512,320507,7713068,714988,189317,597533,514026,83507,254202,223421,30781,2824929,185494,49988,414909,365671,2061229,54809,532757,528974,378976,34262,-3731,119466,3783,9836330,1021730,
2005:Q3,Next9,23600630,7166065,6304933,861132,16434565,1677155,487150,682093,547784,134309,284719,241437,43282,3718876,354916,698618,1317397,4628272,2417541,167829,1942407,1935046,1587820,192446,-1669,156449,7361,21658222,10236189,
2005:Q3,Next40,24634616,11953792,10261510,1692282,12680824,1880120,392043,367622,295607,72015,88950,57413,31537,1653430,448971,444777,1519085,4229619,1323154,333053,5110759,5101226,4170437,862218,-2546,71117,9533,19523857,45523922,
2005:Q3,Bottom50,5159953,3937294,3006609,930684,1222659,257928,19224,26931,22424,4508,4235,2657,1577,95035,100260,19196,231123,208399,117183,143146,3728641,3726401,2481085,1183671,-1700,63344,2240,1431313,56916028,
2005:Q4,TopPt1,6464311,955306,713941,241364,5509005,364521,82331,610846,504981,105865,316180,298043,18137,2160873,66319,1898,63088,93316,1731701,17932,64915,64109,39459,5725,-1047,19972,806,6399396,114840,
2005:Q4,RemainingTop1,10557893,2712614,2381317,331297,7845279,712040,199797,613849,514396,99452,262192,231089,31103,2867986,181889,54907,437338,386163,2073211,55908,530139,526647,380708,35581,-1905,112263,3492,10027755,1025083,
2005:Q4,Next9,24166008,7374528,6499044,875484,16791480,1714898,517716,712100,551714,160386,266383,223017,43366,3778537,352896,715027,1360205,4673698,2525455,174565,2014665,2007509,1658296,197579,-891,152524,7156,22151343,10271084,
2005:Q4,Next40,25113359,12251404,10544471,1706933,12861955,1908965,405694,390846,299411,91434,82769,51834,30934,1656017,456768,449563,1568915,4273228,1320273,348919,5190568,5180962,4236322,878812,-1393,67220,9607,19922791,45673697,
2005:Q4,Bottom50,5364125,4104082,3152890,951192,1260043,263386,20944,29089,23462,5627,4204,2699,1505,97198,101637,18882,241239,207504,124833,151125,3868408,3866172,2605439,1202857,-997,58873,2236,1495717,57106571,
2006:Q1,TopPt1,6913649,957799,706310,251489,5955851,386686,79249,618709,519886,98823,337163,319251,17912,2528933,60632,1664,67312,104271,1753438,17794,68536,67683,40311,5405,877,21090,852,6845114,115084,
2006:Q1,RemainingTop1,10995831,2723584,2385075,338509,8272247,730893,196736,628670,535218,93452,261224,230283,30941,3248042,162207,59968,458904,407620,2062398,55584,527363,523924,379640,36373,1510,106400,3439,10468468,1028239,
2006:Q1,Next9,25037175,7469768,6599375,870393,17567407,1796572,524429,739102,578344,160758,261947,219684,42263,4290950,325664,735240,1399271,4725463,2593658,175111,2115176,2108033,1745127,199093,742,163071,7143,22921999,10304018,
2006:Q1,Next40,25371044,12209622,10486008,1723614,13161422,1990145,406121,403870,315083,88788,80546,50832,29714,1790044,444069,455388,1614241,4321463,1305616,349920,5286416,5276628,4317343,884659,1200,73427,9788,20084627,45814400,
2006:Q1,Bottom50,5482022,4174673,3197866,976806,1307349,277458,21749,30551,25040,5511,4197,2844,1353,113625,98457,18571,250801,206781,132703,152456,4018914,4016641,2736105,1212055,896,67585,2272,1463109,57285824,
2006:Q2,TopPt1,6919478,947654,708327,239327,5971823,388201,84509,598477,478247,120230,361030,343580,17450,2444123,63170,1914,69378,115384,1827985,17653,70995,70097,40694,4848,2506,22049,898,6848483,115309,
2006:Q2,RemainingTop1,10955198,2748494,2399069,349424,8206704,724407,200786,623580,510501,113079,253846,223486,30360,3150994,157442,64363,466569,428126,2081343,55248,527126,523746,382551,37019,4035,100140,3380,10428072,1031182,
2006:Q2,Next9,25251931,7600549,6715852,884697,17651382,1829926,544472,746639,554266,192373,267051,226872,40179,4162778,321834,736786,1385517,4767565,2713182,175634,2200919,2193794,1822873,198450,2097,170374,7125,23051013,10334790,
2006:Q2,Next40,25520101,12337754,10599663,1738091,13182347,2012772,413123,418351,304126,114225,81014,53023,27991,1735057,450432,455879,1596162,4362304,1306370,350881,5372939,5362973,4397392,884711,3507,77363,9966,20147162,45945366,
2006:Q2,Bottom50,5650368,4329274,3331583,997691,1321094,282030,23125,32297,25345,6953,4198,3059,1140,109955,99511,18227,252054,205693,140227,153775,4184639,4182331,2881652,1224582,2750,73346,2308,1465729,57452804,
2006:Q3,TopPt1,7115770,928085,704129,223956,6187685,392884,96859,580689,480200,100489,376658,359869,16789,2552588,68244,1725,73617,126448,1900491,17482,73042,72109,40591,4931,3602,22985,933,7042728,115516,
2006:Q3,RemainingTop1,11146779,2760622,2399671,360952,8386156,721254,210458,616737,521075,95662,263498,234077,29420,3255440,157249,69360,488156,449970,2099183,54851,526550,523275,385917,38297,5319,93742,3275,10620229,1033896,
2006:Q3,Next9,25762133,7692789,6790630,902159,18069345,1870966,574921,748693,569518,179175,239112,201788,37325,4305454,325174,755100,1424125,4819305,2830579,175914,2273532,2266464,1883003,203315,2957,177189,7068,23488602,10363199,
2006:Q3,Next40,25788374,12445316,10692493,1752822,13343058,2044219,424697,412609,313857,98751,71328,45452,25877,1757457,462637,461088,1640936,4410245,1306567,351276,5448063,5437941,4449147,902728,5105,80961,10122,20340311,46065930,
2006:Q3,Bottom50,5814687,4461190,3442800,1018390,1353497,288103,24964,32791,26661,6131,3953,3072,881,114861,101862,17906,261583,204890,147737,154845,4354245,4351909,3006800,1262171,4257,78682,2335,1460442,57606529,
2006:Q4,TopPt1,7385685,912118,692091,220026,6473567,398206,116976,514587,420957,93630,395049,378693,16356,2799964,74340,1430,79022,137493,1938758,17740,77431,76453,40337,5007,6783,24325,978,7308254,115706,
2006:Q4,RemainingTop1,11423197,2762954,2392785,370169,8660243,718374,225909,567955,478186,89769,269462,240589,28873,3502685,158872,74509,517099,472618,2097564,55196,526716,523505,386149,39411,9412,88534,3211,10896481,1036366,
2006:Q4,Next9,26406550,7745580,6839699,905881,18660970,1913675,615621,703520,524432,179088,219237,183779,35457,4640415,331360,777342,1489911,4876366,2914062,179461,2343338,2336294,1930366,207919,5624,192385,7043,24063212,10389042,
2006:Q4,Next40,26049555,12466979,10703692,1763287,13582576,2077272,440258,387155,291250,95905,64305,40030,24275,1832469,477156,467353,1718351,4462038,1296682,359536,5497157,5486862,4467596,918681,10174,90412,10296,20552397,46175429,
2006:Q4,Bottom50,5922188,4521795,3482899,1038896,1400393,294498,27265,32051,26050,6001,3825,3135,690,125938,104726,17586,275443,204233,155388,159443,4481944,4479575,3093738,1285698,8544,91596,2370,1440244,57746018,
2007:Q1,TopPt1,7657480,902951,673484,229467,6754529,420250,126154,536354,437995,98359,417938,401958,15980,2982451,78354,1507,82583,148669,1942586,17682,76678,75620,40882,4384,5278,25076,1058,7580802,115881,
2007:Q1,RemainingTop1,11648361,2743870,2366553,377317,8904492,734514,231833,596514,502101,94412,265797,237379,28418,3680314,156634,79105,534180,494454,2076172,54975,512164,508878,382248,39025,6153,81452,3286,11136197,1038576,
2007:Q1,Next9,26919326,7740911,6842407,898504,19178415,1994838,640052,748500,554615,193885,216720,182868,33852,4881985,331478,785129,1511024,4925099,2963033,180556,2409924,2402793,2001364,201935,4107,195388,7130,24509402,10412118,
2007:Q1,Next40,26102188,12298645,10522537,1776108,13803542,2156164,447259,414395,309001,105394,62616,39803,22813,1878799,486728,469491,1742173,4507450,1276536,361931,5522975,5512444,4509283,904206,7587,91368,10531,20579213,46273198,
2007:Q1,Bottom50,5967212,4523555,3460319,1063236,1443657,308547,28943,34431,27865,6566,3825,3307,519,134121,106487,17243,282244,203260,163139,161416,4581281,4578854,3187456,1290623,7233,93541,2427,1385931,57870289,
2007:Q2,TopPt1,7830548,891003,661425,229577,6939545,413496,138705,506359,431845,74513,448775,433240,15535,3093584,83969,992,88128,158631,1988767,18139,78434,77342,40951,4373,5339,26680,1092,7752113,116042,
2007:Q2,RemainingTop1,11745457,2731449,2345328,386121,9014007,716496,240008,578074,505244,72831,242568,214737,27831,3782478,157271,84576,563755,514497,2078637,55647,507239,504065,381490,40095,5201,77280,3174,11238217,1040510,
2007:Q2,Next9,27399940,7760317,6860142,900174,19639623,2009931,668643,729514,561356,168157,249224,217211,32013,5022091,336091,815533,1578459,4991543,3053015,185579,2494084,2487020,2061024,206093,3974,215928,7064,24905856,10432225,
2007:Q2,Next40,26158273,12187459,10398110,1789349,13970814,2155314,455477,397361,314140,83220,71500,50260,21241,1895298,499937,477939,1821652,4553789,1268764,373783,5584030,5573350,4543092,918140,7594,104524,10680,20574243,46358574,
2007:Q2,Bottom50,6060579,4577161,3490762,1086399,1483419,309445,30830,34215,28890,5325,4032,3694,338,139114,109055,16921,296414,205149,170616,167628,4717397,4714944,3287590,1308265,7890,111199,2453,1343183,57978359,
2007:Q3,TopPt1,8054836,865660,643488,222172,7189177,414515,192430,599915,467207,132708,472806,457590,15215,3138272,87926,906,92009,168575,2003525,18298,81055,79888,40562,4736,7897,26692,1167,7973781,116190,25654895
2007:Q3,RemainingTop1,11895863,2706957,2311099,395858,9188906,707075,279498,672310,546300,126011,236085,208627,27458,3814761,154820,89389,582642,533637,2062906,55784,502285,499059,383659,41579,6564,67257,3226,11393578,1042154,7049385
2007:Q3,Next9,27821331,7721784,6815947,905838,20099546,2042868,749126,866599,611906,254693,251572,220889,30683,5068107,335836,829238,1605893,5050948,3111076,188284,2539550,2532420,2110017,213207,5835,203360,7129,25281781,10449161,1202011
2007:Q3,Next40,26258068,12072917,10274827,1798090,14185151,2175605,485222,497755,343145,154610,71374,51440,19934,1884755,509157,481639,1853157,4594842,1251547,380098,5629553,5618651,4568986,943273,11737,94656,10901,20628515,46430892,130700
2007:Q3,Bottom50,6158128,4635451,3529466,1105984,1522677,313893,34876,40840,31488,9352,4084,3894,189,141125,110733,16577,304245,206798,178146,171360,4861104,4858598,3394104,1352757,12482,99255,2505,1297024,58069248,
2007:Q4,TopPt1,7879648,887368,650238,237130,6992280,440238,243482,605944,464468,141477,466165,451968,14196,2931339,89062,3769,87965,169570,1935822,18923,85600,84427,42718,5888,8645,27177,1173,7794048,116328,
2007:Q4,RemainingTop1,11712885,2668861,2283687,385173,9044024,741377,321443,665653,531564,134089,213249,187075,26174,3622996,155102,91610,573687,551841,2050767,56299,508625,505384,383926,45356,7426,68677,3240,11204260,1043504,
2007:Q4,Next9,27739906,7679141,6765950,913191,20060765,2127100,803708,867594,604268,263326,358136,327531,30605,4823661,339749,821230,1606386,5086958,3033119,193124,2566250,2559082,2129889,219747,6854,202592,7168,25173655,10462869,
2007:Q4,Next40,26164093,11953565,10128122,1825443,14210528,2214040,502537,493731,333794,159937,103532,84021,19511,1806348,511182,481807,1800333,4651600,1256095,389324,5668975,5658122,4585292,960078,13186,99566,10853,20495117,46490069,
2007:Q4,Bottom50,6047858,4529865,3416014,1113852,1517993,318552,36158,39895,30420,9475,4426,4323,103,130795,111187,17301,298829,206678,178972,175198,4960608,4958114,3460314,1378409,14470,104922,2494,1087250,58142752,
2008:Q1,TopPt1,7526680,884765,645273,239492,6641914,467819,307005,638186,490427,147759,461500,448226,13274,2647452,88369,7580,81026,170650,1752950,19378,90314,89011,44934,6321,9653,28103,1303,7436365,116458,
2008:Q1,RemainingTop1,11355952,2586610,2209888,376721,8769343,777686,373010,682187,542259,139929,202025,176987,25039,3349397,152006,92629,545618,569009,1969272,56502,513833,510077,382144,47500,8645,71788,3756,10842119,1044612,
2008:Q1,Next9,27206100,7506683,6573452,933231,19699417,2215082,874261,895380,626393,268986,442956,412190,30766,4468598,338336,780360,1535803,5113814,2838213,196613,2589599,2581988,2147202,215225,8217,211344,7611,24616501,10473879,
2008:Q1,Next40,25729064,11650068,9796212,1853856,14078997,2256845,526768,502625,340447,162177,128997,109779,19218,1696743,508820,473057,1664686,4701386,1223741,395331,5673395,5662368,4590559,945566,15212,111031,11028,20055669,46538343,
2008:Q1,Bottom50,5951523,4453429,3333351,1120078,1498094,323942,38098,39790,30366,9423,4698,4663,35,117050,110665,18031,282231,206241,179758,177590,5034552,5031985,3508514,1387396,17043,119033,2567,916970,58201788,
2008:Q2,TopPt1,7315858,874231,644424,229807,6441627,451984,291040,677882,534254,143628,431675,418305,13370,2514759,89924,10980,78109,171576,1703994,19704,92043,90697,48209,7699,7183,27606,1347,7223815,116583,
2008:Q2,RemainingTop1,11206674,2508200,2138689,369512,8698473,763734,363517,703368,566895,136473,239339,213549,25789,3230314,153000,94584,542886,587583,1963677,56470,497828,493907,367979,50573,6004,69350,3921,10708846,1045542,
2008:Q2,Next9,26873849,7347748,6389723,958026,19526100,2204054,846152,929576,665957,263619,435081,400089,34992,4321310,343324,759930,1558290,5152779,2776520,199084,2599740,2591971,2178084,219199,6167,188521,7768,24274109,10482863,
